WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,SJW,SJL,MaxW,MaxL,AvgW,AvgL
1,Auckland,ASB Classic,2010-01-07,International,Outdoor,Hard,Quarterfinals,3,Pennetta F.,Cibulkova D.,12.0,28.0,3150.0,1875.0,6.0,1.0,6.0,2.0,,,2.0,0.0,Completed,1.36,2.75,1.48,2.53,1.4,2.75,1.42,3.17,1.444,2.625,,,,
1,Auckland,ASB Classic,2010-01-07,International,Outdoor,Hard,Quarterfinals,3,Schiavone F.,Cornet A.,17.0,49.0,2375.0,1285.0,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,1.53,2.37,1.5,2.45,1.5,2.5,1.645,2.43,1.444,2.625,,,,
1,Auckland,ASB Classic,2010-01-08,International,Outdoor,Hard,Semifinals,3,Wickmayer Y.,Peer S.,16.0,30.0,2385.0,1780.0,6.0,4.0,7.0,5.0,,,2.0,0.0,Completed,1.44,2.62,1.5,2.45,1.533,2.375,1.549,2.67,1.571,2.375,,,,
1,Auckland,ASB Classic,2010-01-08,International,Outdoor,Hard,Semifinals,3,Pennetta F.,Schiavone F.,12.0,17.0,3150.0,2375.0,6.0,3.0,6.0,0.0,,,2.0,0.0,Completed,1.53,2.37,1.53,2.4,1.5,2.5,1.621,2.48,1.571,2.375,,,,
1,Auckland,ASB Classic,2010-01-09,International,Outdoor,Hard,The Final,3,Wickmayer Y.,Pennetta F.,16.0,12.0,2385.0,3150.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,2.5,1.53,2.35,1.55,2.5,1.5,2.55,1.595,2.375,1.533,,,,
2,Brisbane,Brisbane International,2010-01-03,International,Outdoor,Hard,1st Round,3,Clijsters K.,Garbin T.,18.0,59.0,2340.0,1095.0,6.0,2.0,6.0,1.0,,,2.0,0.0,Completed,1.04,10.0,1.03,10.5,1.05,8.5,1.045,15.5,1.05,9.0,,,,
2,Brisbane,Brisbane International,2010-01-03,International,Outdoor,Hard,1st Round,3,Molik A.,Makarova E.,198.0,60.0,276.0,1094.0,6.0,4.0,1.0,6.0,6.0,4.0,2.0,1.0,Completed,1.66,2.1,1.75,2.05,1.83,1.83,1.826,2.12,1.67,2.1,,,,
2,Brisbane,Brisbane International,2010-01-03,International,Outdoor,Hard,1st Round,3,King V.,Bammer S.,80.0,54.0,801.0,1190.0,6.0,4.0,6.0,1.0,,,2.0,0.0,Completed,2.1,1.66,2.0,1.75,2.1,1.667,2.2,1.769,2.25,1.571,,,,
2,Brisbane,Brisbane International,2010-01-03,International,Outdoor,Hard,1st Round,3,Zahlavova Strycova B.,Govortsova O.,66.0,50.0,932.0,1235.0,6.0,4.0,6.0,1.0,,,2.0,0.0,Completed,2.5,1.5,2.45,1.5,2.5,1.5,2.48,1.621,2.5,1.5,,,,
2,Brisbane,Brisbane International,2010-01-03,International,Outdoor,Hard,1st Round,3,Petkovic A.,Benesova I.,55.0,38.0,1172.0,1540.0,6.0,7.0,6.0,2.0,6.0,1.0,2.0,1.0,Completed,2.1,1.66,1.95,1.8,1.909,1.8,2.12,1.826,2.0,1.727,,,,
2,Brisbane,Brisbane International,2010-01-03,International,Outdoor,Hard,1st Round,3,Czink M.,Hradecka L.,37.0,64.0,1547.0,976.0,6.0,4.0,3.0,6.0,6.0,3.0,2.0,1.0,Completed,1.36,3.0,1.4,2.85,1.4,2.75,1.452,3.02,1.364,2.875,,,,
2,Brisbane,Brisbane International,2010-01-04,International,Outdoor,Hard,1st Round,3,Vinci R.,Errani S.,63.0,47.0,1036.0,1370.0,6.0,4.0,2.0,6.0,6.0,2.0,2.0,1.0,Completed,2.0,1.72,1.95,1.8,2.0,1.727,2.07,1.862,2.1,1.667,,,,
2,Brisbane,Brisbane International,2010-01-04,International,Outdoor,Hard,1st Round,3,Bacsinszky T.,Kudryavtseva A.,53.0,89.0,1223.0,700.0,6.0,4.0,7.0,6.0,,,2.0,0.0,Completed,1.66,2.1,1.74,2.01,1.667,2.1,1.752,2.23,1.727,2.0,,,,
2,Brisbane,Brisbane International,2010-01-04,International,Outdoor,Hard,1st Round,3,Ivanovic A.,Dokic J.,21.0,56.0,2067.0,1123.0,7.0,5.0,1.0,6.0,6.0,3.0,2.0,1.0,Completed,1.53,2.37,1.52,2.4,1.53,2.37,1.641,2.44,1.533,2.375,,,,
2,Brisbane,Brisbane International,2010-01-04,International,Outdoor,Hard,1st Round,3,Safarova L.,Groenefeld A.L.,41.0,65.0,1480.0,946.0,6.0,7.0,6.0,4.0,6.0,1.0,2.0,1.0,Completed,1.38,2.87,1.42,2.75,1.444,2.625,1.455,3.01,1.444,2.625,,,,
2,Brisbane,Brisbane International,2010-01-04,International,Outdoor,Hard,1st Round,3,Karatantcheva S.,Dellacqua C.,132.0,1002.0,462.0,7.0,6.0,2.0,0.0,6.0,7.0,6.0,2.0,1.0,Completed,1.66,2.1,1.75,2.05,1.72,2.0,1.8,2.15,1.667,2.1,,,,
2,Brisbane,Brisbane International,2010-01-04,International,Outdoor,Hard,1st Round,3,Pavlyuchenkova A.,Kleybanova A.,40.0,29.0,1505.0,1870.0,6.0,4.0,2.0,6.0,6.0,2.0,2.0,1.0,Completed,2.1,1.66,2.15,1.65,2.1,1.667,2.23,1.752,2.25,1.571,,,,
2,Brisbane,Brisbane International,2010-01-04,International,Outdoor,Hard,1st Round,3,Henin J.,Petrova N.,,20.0,,2220.0,7.0,5.0,7.0,5.0,,,2.0,0.0,Completed,1.28,3.5,1.3,3.35,1.364,3.0,1.345,3.62,1.333,3.0,,,,
2,Brisbane,Brisbane International,2010-01-04,International,Outdoor,Hard,1st Round,3,Szavay A.,Peng S.,39.0,46.0,1520.0,1396.0,5.0,7.0,6.0,4.0,6.0,2.0,2.0,1.0,Completed,2.75,1.4,2.75,1.42,2.62,1.44,2.86,1.49,2.5,1.5,,,,
2,Brisbane,Brisbane International,2010-01-04,International,Outdoor,Hard,1st Round,3,Wozniak A.,Voskoboeva G.,34.0,106.0,1645.0,610.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.25,3.75,1.3,3.35,1.286,3.5,1.299,4.01,1.286,3.25,,,,
2,Brisbane,Brisbane International,2010-01-04,International,Outdoor,Hard,1st Round,3,Hantuchova D.,Ivanova E.,24.0,141.0,1985.0,418.0,6.0,1.0,6.0,7.0,6.0,1.0,2.0,1.0,Completed,1.2,4.33,1.17,4.67,1.167,4.5,1.206,5.25,1.2,4.0,,,,
2,Brisbane,Brisbane International,2010-01-05,International,Outdoor,Hard,2nd Round,3,Petkovic A.,King V.,55.0,80.0,1172.0,801.0,4.0,6.0,6.0,2.0,6.0,1.0,2.0,1.0,Completed,1.61,2.2,1.65,2.15,1.667,2.1,1.667,2.38,1.727,2.0,,,,
2,Brisbane,Brisbane International,2010-01-05,International,Outdoor,Hard,2nd Round,3,Czink M.,Zahlavova Strycova B.,37.0,66.0,1547.0,932.0,6.0,3.0,2.0,6.0,6.0,1.0,2.0,1.0,Completed,1.5,2.5,1.5,2.45,1.533,2.375,1.625,2.47,1.5,2.5,,,,
2,Brisbane,Brisbane International,2010-01-05,International,Outdoor,Hard,2nd Round,3,Clijsters K.,Molik A.,18.0,198.0,2340.0,276.0,6.0,0.0,6.0,3.0,,,2.0,0.0,Completed,1.083,7.0,1.05,8.5,1.06,8.0,1.098,9.16,1.1,6.0,,,,
2,Brisbane,Brisbane International,2010-01-05,International,Outdoor,Hard,2nd Round,3,Ivanovic A.,Bacsinszky T.,21.0,53.0,2067.0,1223.0,6.0,2.0,2.0,6.0,6.0,4.0,2.0,1.0,Completed,1.44,2.62,1.47,2.6,1.4,2.75,1.513,2.79,1.444,2.625,,,,
2,Brisbane,Brisbane International,2010-01-06,International,Outdoor,Hard,2nd Round,3,Hantuchova D.,Szavay A.,24.0,39.0,1985.0,1520.0,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,1.53,2.37,1.6,2.25,1.5,2.5,1.588,2.56,1.5,2.5,,,,
2,Brisbane,Brisbane International,2010-01-06,International,Outdoor,Hard,2nd Round,3,Pavlyuchenkova A.,Vinci R.,40.0,63.0,1505.0,1036.0,1.0,6.0,6.0,4.0,6.0,1.0,2.0,1.0,Completed,1.4,2.75,1.5,2.5,1.5,2.5,1.455,3.01,1.444,2.625,,,,
2,Brisbane,Brisbane International,2010-01-06,International,Outdoor,Hard,2nd Round,3,Safarova L.,Wozniak A.,41.0,34.0,1480.0,1645.0,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,1.83,1.83,1.8,1.95,1.8,1.909,2.0,1.926,1.909,1.8,,,,
2,Brisbane,Brisbane International,2010-01-06,International,Outdoor,Hard,2nd Round,3,Henin J.,Karatantcheva S.,,132.0,,462.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,1.03,11.0,1.04,9.25,1.05,8.5,1.043,15.75,1.05,8.0,,,,
2,Brisbane,Brisbane International,2010-01-07,International,Outdoor,Hard,Quarterfinals,3,Ivanovic A.,Pavlyuchenkova A.,21.0,40.0,2067.0,1505.0,6.0,2.0,7.0,6.0,,,2.0,0.0,Completed,1.5,2.5,1.55,2.35,1.533,2.375,1.625,2.47,1.571,2.25,,,,
2,Brisbane,Brisbane International,2010-01-07,International,Outdoor,Hard,Quarterfinals,3,Petkovic A.,Hantuchova D.,55.0,24.0,1172.0,1985.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,3.0,1.36,2.7,1.45,3.0,1.364,2.98,1.461,3.25,1.286,,,,
2,Brisbane,Brisbane International,2010-01-07,International,Outdoor,Hard,Quarterfinals,3,Henin J.,Czink M.,,37.0,,1547.0,6.0,2.0,3.0,6.0,7.0,6.0,2.0,1.0,Completed,1.07,7.5,1.07,7.19,1.063,8.0,1.134,7.25,1.071,7.5,,,,
2,Brisbane,Brisbane International,2010-01-07,International,Outdoor,Hard,Quarterfinals,3,Clijsters K.,Safarova L.,18.0,41.0,2340.0,1480.0,6.0,1.0,0.0,6.0,6.0,4.0,2.0,1.0,Completed,1.08,7.0,1.11,5.9,1.111,6.0,1.12,7.9,1.125,5.5,,,,
2,Brisbane,Brisbane International,2010-01-08,International,Outdoor,Hard,Semifinals,3,Henin J.,Ivanovic A.,,21.0,,2067.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.33,3.25,1.42,2.75,1.4,2.75,1.413,3.21,1.4,2.875,,,,
2,Brisbane,Brisbane International,2010-01-08,International,Outdoor,Hard,Semifinals,3,Clijsters K.,Petkovic A.,18.0,55.0,2340.0,1172.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,1.06,8.0,1.07,7.19,1.071,7.5,1.127,7.54,1.071,8.0,,,,
2,Brisbane,Brisbane International,2010-01-09,International,Outdoor,Hard,The Final,3,Clijsters K.,Henin J.,18.0,,2340.0,,6.0,3.0,4.0,6.0,7.0,6.0,2.0,1.0,Completed,1.61,2.25,1.65,2.2,1.615,2.2,1.621,2.48,1.571,2.375,,,,
3,Hobart,Moorilla Hobart International,2010-01-10,International,Outdoor,Hard,1st Round,3,Medina Garrigues A.,Benesova I.,26.0,39.0,1910.0,1540.0,7.0,5.0,6.0,3.0,,,2.0,0.0,Completed,2.0,1.72,2.1,1.7,1.833,1.833,2.18,1.781,1.909,1.8,,,,
3,Hobart,Moorilla Hobart International,2010-01-10,International,Outdoor,Hard,1st Round,3,Wozniak A.,Rybarikova M.,34.0,44.0,1645.0,1425.0,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,1.66,2.1,1.75,2.05,1.667,2.1,1.775,2.19,1.667,2.1,,,,
3,Hobart,Moorilla Hobart International,2010-01-10,International,Outdoor,Hard,1st Round,3,Cornet A.,Dulgheru A.,47.0,53.0,1325.0,1228.0,6.0,1.0,6.0,0.0,,,2.0,0.0,Completed,1.28,3.5,1.3,3.35,1.333,3.25,1.308,3.92,1.364,2.875,,,,
3,Hobart,Moorilla Hobart International,2010-01-10,International,Outdoor,Hard,1st Round,3,Bondarenko A.,Bammer S.,32.0,55.0,1680.0,1190.0,6.0,4.0,6.0,1.0,,,2.0,0.0,Completed,1.36,3.0,1.4,2.85,1.4,2.75,1.474,2.93,1.444,2.625,,,,
3,Hobart,Moorilla Hobart International,2010-01-10,International,Outdoor,Hard,1st Round,3,Peng S.,Cirstea S.,46.0,45.0,1396.0,1417.0,6.0,1.0,6.0,4.0,,,2.0,0.0,Completed,1.57,2.25,1.7,2.05,1.57,2.25,1.66,2.4,1.667,2.1,,,,
3,Hobart,Moorilla Hobart International,2010-01-10,International,Outdoor,Hard,1st Round,3,Bondarenko K.,Safarova L.,31.0,41.0,1740.0,1480.0,6.0,2.0,6.0,7.0,3.0,2.0,1.0,1.0,Retired,2.5,1.5,2.4,1.53,2.5,1.5,2.51,1.61,2.5,1.5,,,,
3,Hobart,Moorilla Hobart International,2010-01-11,International,Outdoor,Hard,1st Round,3,Flipkens K.,Ferguson S.,80.0,148.0,801.0,393.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.25,3.75,1.3,3.35,1.286,3.5,1.376,3.41,1.333,3.0,,,,
3,Hobart,Moorilla Hobart International,2010-01-11,International,Outdoor,Hard,1st Round,3,Suarez Navarro C.,Shvedova Y.,33.0,52.0,1675.0,1229.0,6.0,1.0,6.0,2.0,,,2.0,0.0,Completed,2.37,1.53,2.3,1.6,2.2,1.62,2.62,1.568,2.25,1.571,,,,
3,Hobart,Moorilla Hobart International,2010-01-11,International,Outdoor,Hard,1st Round,3,Errani S.,Oudin M.,50.0,48.0,1270.0,1303.0,3.0,6.0,6.0,3.0,7.0,5.0,2.0,1.0,Completed,2.1,1.66,2.1,1.7,2.1,1.667,2.29,1.714,2.1,1.667,,,,
3,Hobart,Moorilla Hobart International,2010-01-11,International,Outdoor,Hard,1st Round,3,Zheng J.,Kanepi K.,35.0,57.0,1630.0,1130.0,4.0,6.0,6.0,3.0,7.0,6.0,2.0,1.0,Completed,1.36,3.0,1.37,2.92,1.364,3.0,1.465,2.97,1.4,2.75,,,,
3,Hobart,Moorilla Hobart International,2010-01-11,International,Outdoor,Hard,1st Round,3,Dulko G.,Czink M.,36.0,37.0,1605.0,1571.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,2.5,1.5,2.45,1.5,2.5,1.5,2.88,1.488,2.375,1.533,,,,
3,Hobart,Moorilla Hobart International,2010-01-11,International,Outdoor,Hard,1st Round,3,Paszek T.,Vinci R.,182.0,63.0,307.0,1020.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,4.0,1.22,3.5,1.28,3.5,1.286,4.18,1.282,,,,,,
3,Hobart,Moorilla Hobart International,2010-01-11,International,Outdoor,Hard,1st Round,3,Dokic J.,Baltacha E.,58.0,83.0,1123.0,769.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,1.36,3.0,1.45,2.6,1.364,3.0,1.435,3.1,1.4,2.75,,,,
3,Hobart,Moorilla Hobart International,2010-01-11,International,Outdoor,Hard,1st Round,3,Kudryavtseva A.,Makarova E.,88.0,60.0,700.0,1094.0,6.0,0.0,6.0,0.0,,,2.0,0.0,Completed,1.4,2.75,1.5,2.55,1.444,2.625,1.478,2.91,1.615,2.2,,,,
3,Hobart,Moorilla Hobart International,2010-01-11,International,Outdoor,Hard,1st Round,3,Peer S.,Rogowska O.,30.0,146.0,1840.0,400.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.1,6.5,1.13,5.5,1.125,5.5,1.143,6.92,1.1,6.0,,,,
3,Hobart,Moorilla Hobart International,2010-01-11,International,Outdoor,Hard,1st Round,3,Molik A.,Mirza S.,186.0,56.0,306.0,1148.0,6.0,4.0,2.0,6.0,6.0,3.0,2.0,1.0,Completed,1.83,1.83,1.95,1.8,1.83,1.83,1.962,1.962,1.83,1.83,,,,
3,Hobart,Moorilla Hobart International,2010-01-12,International,Outdoor,Hard,2nd Round,3,Bondarenko A.,Cornet A.,32.0,47.0,1680.0,1325.0,6.0,4.0,3.0,6.0,6.0,2.0,2.0,1.0,Completed,1.72,2.0,1.87,1.87,1.66,2.1,1.855,2.08,1.67,2.1,,,,
3,Hobart,Moorilla Hobart International,2010-01-12,International,Outdoor,Hard,2nd Round,3,Dulko G.,Paszek T.,36.0,182.0,1605.0,307.0,6.0,1.0,0.0,6.0,7.0,6.0,2.0,1.0,Completed,1.36,3.0,1.42,2.75,1.4,2.75,1.526,2.7,1.36,2.88,,,,
3,Hobart,Moorilla Hobart International,2010-01-12,International,Outdoor,Hard,2nd Round,3,Zheng J.,Peng S.,35.0,46.0,1630.0,1396.0,6.0,2.0,6.0,1.0,,,2.0,0.0,Completed,1.83,1.83,1.91,1.84,1.72,2.0,1.943,1.909,1.8,1.91,,,,
3,Hobart,Moorilla Hobart International,2010-01-12,International,Outdoor,Hard,2nd Round,3,Medina Garrigues A.,Kudryavtseva A.,26.0,88.0,1910.0,700.0,3.0,6.0,6.0,3.0,6.0,1.0,2.0,1.0,Completed,1.83,1.83,1.8,1.95,1.83,1.83,1.917,2.01,,,,,,
3,Hobart,Moorilla Hobart International,2010-01-13,International,Outdoor,Hard,2nd Round,3,Flipkens K.,Wozniak A.,80.0,34.0,801.0,1645.0,7.0,5.0,6.0,2.0,,,2.0,0.0,Completed,2.75,1.4,2.53,1.48,2.75,1.4,2.99,1.459,2.625,1.444,,,,
3,Hobart,Moorilla Hobart International,2010-01-13,International,Outdoor,Hard,2nd Round,3,Suarez Navarro C.,Molik A.,33.0,186.0,1675.0,306.0,7.0,6.0,3.0,6.0,6.0,3.0,2.0,1.0,Completed,1.66,2.1,1.6,2.25,1.72,2.0,1.769,2.2,1.73,2.0,,,,
3,Hobart,Moorilla Hobart International,2010-01-13,International,Outdoor,Hard,2nd Round,3,Errani S.,Bondarenko K.,50.0,31.0,1270.0,1740.0,7.0,6.0,6.0,4.0,,,2.0,0.0,Completed,2.75,1.4,2.85,1.4,2.625,1.444,3.02,1.452,2.625,1.444,,,,
3,Hobart,Moorilla Hobart International,2010-01-13,International,Outdoor,Hard,2nd Round,3,Peer S.,Dokic J.,30.0,58.0,1840.0,1123.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.53,2.37,1.6,2.3,1.533,2.375,1.575,2.6,1.571,2.25,,,,
3,Hobart,Moorilla Hobart International,2010-01-14,International,Outdoor,Hard,Quarterfinals,3,Bondarenko A.,Zheng J.,32.0,35.0,1680.0,1630.0,7.0,5.0,7.0,5.0,,,2.0,0.0,Completed,2.1,1.66,2.25,1.65,2.1,1.667,2.2,1.769,2.0,1.727,,,,
3,Hobart,Moorilla Hobart International,2010-01-14,International,Outdoor,Hard,Quarterfinals,3,Errani S.,Flipkens K.,50.0,80.0,1270.0,801.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.72,2.0,1.7,2.1,1.727,2.0,1.885,2.04,1.667,2.1,,,,
3,Hobart,Moorilla Hobart International,2010-01-14,International,Outdoor,Hard,Quarterfinals,3,Medina Garrigues A.,Dulko G.,26.0,36.0,1910.0,1605.0,6.0,1.0,5.0,7.0,6.0,1.0,2.0,1.0,Completed,2.1,1.66,2.15,1.65,2.0,1.727,2.22,1.758,2.0,1.727,,,,
3,Hobart,Moorilla Hobart International,2010-01-14,International,Outdoor,Hard,Quarterfinals,3,Peer S.,Suarez Navarro C.,30.0,33.0,1840.0,1675.0,4.0,6.0,7.0,6.0,7.0,5.0,2.0,1.0,Completed,1.25,3.75,1.35,3.1,1.33,3.25,1.313,3.88,1.286,3.25,,,,
